==========================
Total: 269 (High:59 Medium:169 Low:41 ?:0), 146/269 Fixed, 1151 installed, 248 updatable, 12 exploits, en: 7, ja: 0 alerts

+------------------+------+--------+-----+--------+---------+---------------------------------------------------+
|      CVE-ID      | CVSS | ATTACK | POC |  CERT  |  FIXED  |                        NVD                        |
| CVE-2017-5715    |  5.6 |  AV:L  | POC | USCERT | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-5715    |
| CVE-2017-5753    |  5.6 |  AV:L  | POC | USCERT | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-5753    |
| CVE-2017-5754    |  5.6 |  AV:L  |     | USCERT | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-5754    |
| CVE-2018-15594   |  5.6 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-15594   |
| CVE-2018-1000077 |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-1000077 |
| CVE-2018-1000079 |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-1000079 |
| CVE-2018-12641   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-12641   |
| CVE-2018-13093   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-13093   |
| CVE-2018-13094   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-13094   |
| CVE-2018-13095   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-13095   |
| CVE-2018-15853   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-15853   |
| CVE-2018-15854   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-15854   |
| CVE-2018-15855   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-15855   |
| CVE-2018-15856   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-15856   |
| CVE-2018-15859   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-15859   |
| CVE-2018-15861   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-15861   |
| CVE-2018-15862   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-15862   |
| CVE-2018-15863   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-15863   |
| CVE-2018-15864   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-15864   |
| CVE-2018-16062   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-16062   |
| CVE-2018-16403   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-16403   |
| CVE-2018-16885   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-16885   |
| CVE-2018-18310   |  5.5 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-18310   |
| CVE-2018-18384   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-18384   |
| CVE-2018-18521   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-18521   |
| CVE-2018-19519   |  5.5 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-19519   |
| CVE-2018-8087    |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-8087    |
| CVE-2019-10140   |  5.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-10140   |
| CVE-2019-11833   |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2019-11833   |
| CVE-2019-12381   |  5.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-12381   |
| CVE-2019-12382   |  5.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-12382   |
| CVE-2019-1547    |  5.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-1547    |
| CVE-2019-3880    |  5.5 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2019-3880    |
| CVE-2019-3882    |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2019-3882    |
| CVE-2019-7150    |  5.5 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2019-7150    |
| CVE-2019-7222    |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2019-7222    |
| CVE-2019-7664    |  5.5 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2019-7664    |
| CVE-2019-7665    |  5.5 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2019-7665    |
| CVE-2019-9705    |  5.5 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-9705    |
| CVE-2019-1010220 |  5.4 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-1010220 |
| CVE-2016-10739   |  5.3 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2016-10739   |
| CVE-2017-17742   |  5.3 |  AV:N  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2017-17742   |
| CVE-2018-15473   |  5.3 |  AV:N  | POC |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-15473   |
| CVE-2018-15919   |  5.3 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-15919   |
| CVE-2018-20685   |  5.3 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-20685   |
| CVE-2018-20852   |  5.3 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-20852   |
| CVE-2019-0220    |  5.3 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2019-0220    |
| CVE-2013-7353    |  5.1 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2013-7353    |
| CVE-2013-7354    |  5.1 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2013-7354    |
| CVE-2018-0495    |  5.1 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-0495    |
| CVE-2014-4617    |  5.0 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-4617    |
| CVE-2014-8767    |  5.0 |  AV:A  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-8767    |
| CVE-2019-3832    |  5.0 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-3832    |
| CVE-2018-16888   |  4.7 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-16888   |
| CVE-2019-10207   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-10207   |
| CVE-2019-11190   |  4.7 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-11190   |
| CVE-2018-19985   |  4.6 |  AV:P  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-19985   |
| CVE-2018-10932   |  4.3 |  AV:A  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-10932   |
| CVE-2018-16866   |  4.3 |  AV:L  |     |        |   fixed | https://nvd.nist.gov/vuln/detail/CVE-2018-16866   |
| CVE-2019-1563    |  4.3 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-1563    |
| CVE-2015-1855    |  4.0 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-1855    |
| CVE-2019-3892    |  3.3 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2019-3892    |
| CVE-2014-4330    |  2.6 |  AV:N  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-4330    |
| CVE-2014-5270    |  2.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-5270    |
| CVE-2015-3218    |  2.1 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-3218    |
| CVE-2014-3591    |  1.2 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-3591    |
| CVE-2015-0837    |  1.2 |  AV:L  |     |        | unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-0837    |
+------------------+------+--------+-----+--------+---------+---------------------------------------------------+

